37;001001H;24;14.20
37;001003;6;29.28
37;002002;12;13.25
37;002003;10;12.44
37;002004;12;0.00
37;002017;12;12.44
37;002018;12;7.51
37;002024;36;0.00
37;002026;96;4.12
37;002029;36;2.00
37;011001;60;3.99
37;017010H;18;6.88
37;019003;180;2.25
37;028006;12;8.10
37;035001;48;4.00
37;039028;12;4.72
37;040012;6;8.05
37;041011;12;17.00
37;048006B;12;12.00
37;051010;30;8.05
37;051010/11;36;8.10
37;051017;12;12.70
37;051133;12;17.60
37;052055;48;6.85
37;059020;18;3.60
37;062003;36;4.40
37;062021;12;3.20
37;062030;12;4.80
37;075002;36;4.15
37;075011;6;13.95
37;083003;48;2.10
37;084001;24;19.25
37;084002;1;11.20
37;084006;48;2.75
37;084007;24;4.60
37;089800;36;4.15
37;089903;90;4.10
37;094003;6;11.30
37;095008;12;2.70
37;095012;12;6.20
37;095015;12;3.50
37;099001;60;1.59
37;099002;110;1.74
37;100002H;6;18.75
37;110500;3;18.70
37;113005;18;5.75
37;114001;24;2.75
37;124001;36;4.50
37;143002;18;4.00
37;152001;24;5.65
37;158001H;24;6.56
37;162001;60;2.90
37;162002;18;4.30
37;163002;36;6.50
37;168002;42;3.35
37;173001;18;3.60
37;173003;36;4.90
37;173004;60;4.55
37;174001;48;3.72
37;174002;18;6.20
37;174003;36;0.00
37;174010;24;13.40
37;174011;1;7.84
37;174015;12;17.55
37;174016;1;0.00
37;174020;12;9.40
37;175001;24;3.70
37;178001H;36;2.23
37;178002H;24;2.44
37;181013H;6;14.19
37;181508H;6;13.25
37;182001H;12;11.88
37;182002H;12;16.00
37;185004H;12;4.91
37;187001H;2;9.26
37;187007H;12;6.80
37;188001H;12;5.15
37;188002H;18;0.00
37;190001;36;3.22
37;192002H;36;4.41
37;201001;6;7.65
37;201002;12;13.35
37;201003;12;7.65
37;201004;12;13.35
37;201006;36;2.40
37;201007;24;5.55
37;201010;12;18.60
37;201011;1;10.10
37;201014;60;3.00
37;201018;6;6.25
37;202010;12;0.00
37;206004H;36;2.81
37;212001H;36;5.28
37;213001H;36;4.51
37;214001H;18;2.35
37;214002H;18;2.28
37;234001H;18;4.15
37;235001H;60;3.05
37;240001H;36;2.94
37;240002H;36;2.94
37;241006H;18;3.20
37;245001H;48;0.00
37;245002H;48;0.00
37;245003H;48;0.00
37;563001H;12;13.50
37;600001H;12;9.75
37;601001H;36;1.95
37;601002H;36;2.06
37;601003H;48;3.00
37;601010H;12;13.94
37;601011H;1;8.38
37;603003H;60;0.00
37;995001H;2;0.00
37;995004H;5;0.00
