179;002001;24;7.86
179;002002;20;13.78
179;002015;2;16.67
179;002016;10;9.55
179;028007;15;22.80
179;028008;10;13.50
179;041016;60;8.40
179;059021;12;14.90
179;062032;24;15.00
179;086011P;12;17.97
179;086012P;14;9.91
179;096010H;24;6.38
179;601010H;8;13.94
179;601011H;8;8.38
179;603001H;6;18.69
179;603002H;8;10.39
179;CDV016000;36;3.94
180;002001;1;7.86
180;002002;36;13.78
180;019003;1;2.25
180;019008;10;19.80
180;019009;10;11.20
180;028007;12;22.60
180;035010;36;3.64
180;040006;54;3.65
180;040009CB;15;5.20
180;040012;6;8.15
180;041006;12;4.55
180;041016;30;8.40
180;048003B;36;5.60
180;052021;24;9.60
180;059020;48;3.60
180;062021;36;3.20
180;089900;12;21.25
180;095012;60;6.20
180;095016;18;8.70
180;110505;24;2.40
180;110600;90;3.15
180;116001;36;4.60
180;124001;30;4.40
180;152001;36;5.65
180;181508H;24;13.25
180;201006;120;2.40
180;201010;12;18.60
180;204001H;12;17.30
180;215001H;192;6.50
180;603001H;5;18.69
180;603002H;5;10.39
180;603003H;60;2.25
180;CDVECH;2;0.00
181;011001;12;3.99
181;035001;12;4.00
181;039028;6;5.00
181;039030;6;3.61
181;041001/10;6;13.85
181;041016;12;8.40
181;041020;6;30.00
181;046020;12;7.50
181;051000;18;5.60
181;051010/11;12;8.10
181;051017;6;12.70
181;052028;24;1.99
181;059004;12;3.60
181;059020;12;3.60
181;059025;12;2.25
181;059026;4;9.90
181;060015;18;3.74
181;062001;12;2.50
181;062003;12;4.40
181;062022;12;1.90
181;080015;12;6.70
181;084001;4;19.25
181;084002;6;11.20
181;084006;18;2.75
181;089002;24;3.65
181;089010;12;3.60
181;089800;12;4.15
181;089901;6;13.20
181;089903;12;4.10
181;115005;12;6.70
181;115007;12;7.00
181;116001;12;4.60
181;137001;12;2.80
181;137003;6;4.95
181;142001H;12;3.35
181;152001;12;5.65
181;153003;12;6.90
181;154001H;12;9.76
181;174001;12;3.72
181;185002H;12;3.00
181;211001H;12;5.11
181;212001H;12;5.59
181;213001H;12;4.51
181;220028H;6;6.41
181;235002H;12;4.43
181;801003H;12;6.47
182;011001;60;3.99
182;029005;90;1.73
182;039028;6;5.00
182;040004;12;5.70
182;041016;12;8.35
182;052017;6;19.65
182;052021;12;9.60
182;052054;12;5.95
182;062001;12;2.50
182;062002;12;9.20
182;062003;60;4.40
182;062021;60;3.20
182;062030;12;4.80
182;070002H;60;3.29
182;070015H;12;4.05
182;094001;12;5.30
182;095010;60;4.65
182;107005H;12;13.50
182;107006H;12;29.19
182;153005;6;10.35
182;159002H;6;7.19
182;162001;12;2.90
182;181013H;12;14.19
182;182001H;12;11.88
182;182002H;12;16.00
182;196001H;30;2.06
182;201008;12;3.20
182;202001;90;2.07
182;202002;60;2.04
182;202003;90;2.07
182;563001H;12;13.50
182;CDVECH;2;0.00
183;002001;8;7.86
183;002002;10;13.78
183;002015;12;16.67
183;002016;6;9.55
183;019008;4;19.80
183;019009;6;11.20
183;040007;4;13.80
183;040008;8;26.45
183;059026;6;0.00
183;062032;11;15.00
183;089900;8;21.25
183;089901;6;13.20
183;110500;12;18.70
183;110501;12;11.15
183;114012;6;17.52
183;114013;9;9.98
183;174015;6;17.55
183;174016;5;9.96
183;187007H;8;6.80
183;187008H;4;6.99
183;187009H;4;7.58
183;201003;1;7.65
183;204001H;10;17.30
183;204002H;8;9.61
183;226001;90;5.05
183;600001H;7;9.75
183;601010H;6;13.94
183;601011H;5;8.38
183;603001H;15;18.69
183;603002H;10;10.39
183;CDH187007;12;6.80
184;002001;6;7.86
184;002002;4;0.00
184;002004;9;7.51
184;002007;6;12.04
184;002008;6;23.34
