ID;Nom;Référence;Catégorie;Prix de base;Quantite;Etat;Millesime;Poids;U.C.;Cont;Coul;Caractéristiques
35;AOP TOURAINE SAUVIGNON DOMAINE DE LA CHAISE;114011;DOMAINE DE LA CHAISE;13,5;378;1;NM;5,5;x 1;B05L;BLC;annee:NM,couleur:BLC,contenant:B05L,conditionnement:x 1
262;IGP CEVENNES LES FRIGOULIERS DOMAINE CAMP GALHAN;012003H;DOMAINE DE CAMP-GALHAN;3,38;1970;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
363;AOP VOUVRAY CUVEE ANTIQUE;011005;DOMAINE DE LA CHATAIGNERAIE;4,99;2000;1;2016;1,33;x 6;75 cl;BLC;annee:2016,couleur:BLC,contenant:75 cl,conditionnement:x 6
459;AOP CHABLIS - 1ER CRU FOURCHAUME - DOMAINE SEGUINOT;231003H;DOMAINE SEGUINOT-BORDET ;13,13;2000;0;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
496;Caisse bois 1 Magnum ;995002H;Caisse bois ;6,33;2000;1;NM;3;x 1;;;annee:NM,couleur:,contenant:,conditionnement:x 1
154;AOP JURANCON SEC LA PIERRE BLANCHE;017005H;DOMAINE BELLEGARDE;7,66;1000;1;2011;1,33;x 6;75 cl;BLC;annee:2011,couleur:BLC,contenant:75 cl,conditionnement:x 6
204;IGP PINOT NOIR DOMAINE D'ANTUGNAC;025015;DOMAINE D'ANTUGNAC;3,83;670;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
299;AOP CHATEAUNEUF DU PAPE;134007;DOMAINE GALEVAN;15,88;1970;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
828;AOP CHAMPAGNE PANNIER BRUT SELECTION;CDH-001003;CHAMPAGNE;17,01;1994;1;NM;1,33;x 3;150 cl;BLC;annee:NM,couleur:BLC,contenant:150 cl,conditionnement:x 3
401;AOP PULIGNY MONTRACHET 1er Cru Champs Canet ;CDH-022004;DOMAINE LATOUR-GIRAUD;34,35;2000;1;2011;1,33;x 6;75 cl;BLC;annee:2011,couleur:BLC,contenant:75 cl,conditionnement:x 6
11;IGP VAUCLUSE CHATEAU DES ROQUES;115011;CHATEAU DES ROQUES;14,5;994;1;NM;5,5;x 1;B05L;RGE;annee:NM,couleur:RGE,contenant:B05L,conditionnement:x 1
534;AOP COTES DU RHONE DOMAINE CABOTTE;171003H;DOMAINE CABOTTE;4,63;1988;1;0;1,33;x 6;75 cl;BLC;annee:0,couleur:BLC,contenant:75 cl,conditionnement:x 6
181;AOP COTEAUX DU LANGUEDOC COL DU VENT MONTPEYROUX;036001;VIGNOBLE MONTPEYROUX;2,95;814;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
275;IGP VAUCLUSE LEA;202002;LOUERION TERRES D'ALLIANCE;2,07;1856;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
375;AOP CHAMPAGNE PANNIER BRUT SELECTION;001000H;CHAMPAGNE;17,01;7840;1;NM;1,33;x 6;75 cl;BLC;annee:NM,couleur:BLC,contenant:75 cl,conditionnement:x 6
134;IGP COMTE TOLOSAN MALBEC CABERNET FRANC;214001H;LES VIGNERONS DU QUERCY;2,35;918;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
800;AOP MENETOU-SALON DOMAINE DU PRIEURE;113002;DOMAINE DU PRIEURE;5,7;2000;1;2015;0,63;x 12;37.5 cl;BLC;annee:2015,couleur:BLC,contenant:37.5 cl,conditionnement:x 12
638;AOP HAUT MEDOC CHATEAU TOUR MARCILLANET;215002H;CHATEAU TOUR MARCILLANET;17,5;0;1;2010;1,47;x 6;150 cl;RGE;annee:2010,couleur:RGE,contenant:150 cl,conditionnement:x 6
592;AOP BORDEAUX TRADITION CHATEAU LAUDUC;049027;CHATEAU LAUDUC ;6,75;-18;1;2014;1,47;x 6;150 cl;RGE;annee:2014,couleur:RGE,contenant:150 cl,conditionnement:x 6
511;AOP PIC SAINT LOUP LA DIABLESSE;174009;LES COTEAUX DU PIC;5,9;128;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
219;AOP MINERVOIS CUVEE PAUL DOMAINE DES HOMS;119001;DOMAINE DES HOMS;4,5;928;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
315;AOP HERMITAGE LES DIONNIERES DOMAINE FAYOLLE;163005;DOMAINE FAYOLLE FILS ET FILLE;22,4;2000;1;2012;1,33;x 6;75 cl;BLC;annee:2012,couleur:BLC,contenant:75 cl,conditionnement:x 6
416;AOP CHINON DME GASNIER;116005;DOMAINE FABRICE GASNIER;4,35;2000;1;2014;1,33;x 6;75 cl;RSE;annee:2014,couleur:RSE,contenant:75 cl,conditionnement:x 6
175;IGP PAYS D'OC PINOT NOIR BACHELLERY;206003H;DOMAINE DE BACHELLERY;2,84;766;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
557;AOP COTES DE CASTILLON HARMONIE CHATEAU PERREAU BEL AIR;169003;CHATEAU PERREAU BEL AIR;6,98;1000;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
30;AOP MINERVOIS DOMAINE PUJOL-IZARD;210002H;DOMAINES PUJOL-IZARD;11,29;786;1;NM;5,5;x 1;B05L;RGE;annee:NM,couleur:RGE,contenant:B05L,conditionnement:x 1
257;AOP COSTIERES DE NIMES CUVEE PRESTIGE GALLICIAN;002040;CAVE GALLICIAN;2,19;952;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
358;AOP VOUVRAY ARGILEX;011006;DOMAINE DE LA CHATAIGNERAIE;4,7;2000;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
454;AOP MACON VERGER DES FEUILLANTS;025013;DOMAINE DES DEUX ROCHES;4,85;1982;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
489;Caisse bois 2 bouteilles ;995003H;Caisse bois ;5,87;2000;1;NM;3;x 1;;;annee:NM,couleur:,contenant:,conditionnement:x 1
149;AOP GAILLAC - HOMMAGE A LA TRUFFE;220029H;CAVE DE LABASTIDE DE LEVIS;6,41;994;1;2012;1,33;x 6;75 cl;BLC;annee:2012,couleur:BLC,contenant:75 cl,conditionnement:x 6
199;AOP PIC SAINT LOUP LES DEESSES MUETTES EMOTION;174001;LES COTEAUX DU PIC;3,72;-380;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
294;AOP ST JOSEPH LAURENT MARTHOURET LES ROTISSES;127001H;LAURENT MARTHOURET;8,38;1910;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
823;VIN DE PAYS DU GARD CAVE GALLICIAN;002018;CAVE GALLICIAN;7,51;373;1;NM;5,5;x 1;B05L;RSE;annee:NM,couleur:RSE,contenant:B05L,conditionnement:x 1
395;AOP CHEVERNY DOMAINE MAISON;175003;DOMAINE MAISON PERE & FILS;3,75;2000;1;2014;1,33;x 6;75 cl;RSE;annee:2014,couleur:RSE,contenant:75 cl,conditionnement:x 6
88;AOP GRAVES CUVEE DAMIEN LA ROSE SARRON;168005;CHATEAU LA ROSE SARRON;13,8;994;1;2012;1,47;x 6;150 cl;RGE;annee:2012,couleur:RGE,contenant:150 cl,conditionnement:x 6
434;AOP GEVREY CHAMBERTIN LES CRAIS DOMAINE HUGUENOT;CDH-805003;DOMAINE HUGUENOT;17,65;2000;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
129;AOP MARGAUX DEYREM VALENTIN;107005H;CHATEAU DEYREM VALENTIN;13,25;982;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
794;AOP TOURAINE GAMAY DOMAINE DE LA CHAISE;114006;DOMAINE DE LA CHAISE;2,35;2000;1;2013;0,63;x 12;37.5 cl;RGE;annee:2013,couleur:RGE,contenant:37.5 cl,conditionnement:x 12
632;AOP GRAVES CHATEAU LA ROSE SARRON;168020CB;CHATEAU LA ROSE SARRON;15,5;-6;1;2011;1,33;x 3;75 cl;RGE;annee:2011,couleur:RGE,contenant:75 cl,conditionnement:x 3
529;AOP LUBERON COTE LEVANT;242002H;DOMAINE LE NOVI ;4,37;200;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
237;IGP MEDITERRANNEE TERES;059025;CHATEAU DU ROUET;2,25;74;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
335;AOP MORGON DOMAINE DUBOST;126005H;DOMAINE DUBOST;6,69;2000;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
590;AOP BORDEAUX FLAMAND BELLEVUE;049014;CHATEAU LAUDUC ;2,25;-18;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
506;AOP PAUILLAC RESERVE DE LA COMTESSE DE LALANDE;CDH-564002;GRANDS CRUS CLASSES;34,13;2000;1;2007;1,33;x 6;75 cl;RGE;annee:2007,couleur:RGE,contenant:75 cl,conditionnement:x 6
214;AOP SAINT CHINIAN METISSE MARQUISE DES MURES;192002H;MARQUISE DES MURES;4,41;1000;0;2010;1,33;x 6;75 cl;RGE;annee:2010,couleur:RGE,contenant:75 cl,conditionnement:x 6
310;AOP RASTEAU DOMAINE DE LA COLLIERE;197001H;DOMAINE DE LA COLLIERE;6,09;1982;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
411;AOP SAUMUR CHAMPIGNY DOMAINE DU VIEUX BOURG;060015;DOMAINE DU VIEUX BOURG;3,74;3904;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
169;IGP PAYS D'OC PINOT NOIR LES MURIERS CASTELNAU;178004H;DOMAINE DE CASTELNAU;2,19;982;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
848;AOP Meursault 1er cru Les Charmes 2009;CDH-022001;DOMAINE LATOUR-GIRAUD;26,47;0;0;2009;1,33;x 6;75 cl;BLC;annee:2009,couleur:BLC,contenant:75 cl,conditionnement:x 6
107;AOP MEDOC CHATEAU LOUDENNE;096003;CHATEAU LOUDENNE;7,5;996;1;2007;1,33;x 6;75 cl;RGE;annee:2007,couleur:RGE,contenant:75 cl,conditionnement:x 6
57;AOP BLAYE COTES DE BORDEAUX CUVEE TRADITION CHATEAU LES BERTRANDS;028006;CHATEAU LES BERTRANDS;8,1;1000;1;2011;1,47;x 6;150 cl;RGE;annee:2011,couleur:RGE,contenant:150 cl,conditionnement:x 6
773;AOP SAUMUR RESERVE LA PALEINE;089900;DOMAINE DE LA PALEINE;13,2;400;1;NM;10,2;x 1;B10L;RGE;annee:NM,couleur:RGE,contenant:B10L,conditionnement:x 1
449;AOP MERCUREY DOMAINE DE SUREMAIN;154003H;DOMAINE DE SUREMAIN;12,35;2000;1;2013;1,33;x 6;75 cl;BLC;annee:2013,couleur:BLC,contenant:75 cl,conditionnement:x 6
484;VDF PINOT NOIR LE CLOS DES CHAUMES;142004H;LE CLOS DES CHAUMES;3,69;2000;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
194;AOP COTEAUX DU LANGUEDOC LA DAME;208001H;MAS DES DAMES;5,19;964;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
288;AOP CDR VILLAGES PLAN DE DIEU PANICAUT;201012;CAVE LES COTEAUX DU RHONE;3,65;1880;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
390;PORTO FINE WHITE 19deg QUINTA SANTA EUFEMIA;CDH-556006;PORTOS;9,01;1982;1;NM;1,33;x 6;75 cl;BLC;annee:NM,couleur:BLC,contenant:75 cl,conditionnement:x 6
83;AOP MONTAGNE ST EMILION CHATEAU CHEVALIER ST-GEORGES;051017;VIGNOBLE APPOLLOT;12,7;963;1;2011;1,47;x 6;150 cl;RGE;annee:2011,couleur:RGE,contenant:150 cl,conditionnement:x 6
651;AOP MARGAUX CHATEAU DEYREM VALENTIN;107003H;CHATEAU DEYREM VALENTIN;26,25;2994;1;2010;1,47;x 6;150 cl;RGE;annee:2010,couleur:RGE,contenant:150 cl,conditionnement:x 6
547;AOP CROZE HERMITAGE LES PONTAIX DOMAINE FAYOLLE;163007;DOMAINE FAYOLLE FILS ET FILLE;9,2;4000;1;2010-2013;1,33;x 6;75 cl;RGE;annee:2010-2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
25;AOP FAUGERES CHATEAU HAUT LIGNIERES;600001H;CHATEAU HAUT-LIGNIERES;9,75;-47;1;NM;5,5;x 1;B05L;RGE;annee:NM,couleur:RGE,contenant:B05L,conditionnement:x 1
252;IGP DU GARD GRES D'OR GALLICIAN;002101;CAVE GALLICIAN;1,78;1976;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
353;EL PODA CORTA VIN DU CHILI;070015H;VIN DU CHILI;4,12;1946;0;2011;1,33;x 6;75 cl;RGE;annee:2011,couleur:RGE,contenant:75 cl,conditionnement:x 6
79;AOP SAINT EMILION CHATEAU JUPILLE CARILLON;164002;CHATEAU JUPILLE CARILLON;6,6;952;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
624;AOP MONTAGNE ST EMILION CHATEAU BECHEREAU;124001;CHATEAU BECHEREAU;4,5;-84;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
524;MUSCATO FRIZZANTE ISULA D'AMORE CASANOVA ;235003H;DOMAINE CASANOVA ;6,32;182;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
232;AOP CORBIERES  LE 3 CASTELMAURE;084015;DOMAINE CASTELMAURE;10,75;964;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
329;AOP BOURGOGNE DOMAINE DU BOIS DU JOUR;229006;DOMAINE DU BOIS DU JOUR;4,55;2000;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
429;AOP SAVIGNY LES BEAUNES DOMAINE DUBREUIL-FONTAINE;CDH-068010;DOMAINE DUBREUIL-FONTAINE;15,31;2000;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
123;AOP ST ESTEPHE CHATEAU SEGUR DE CABANAC 2013;182001H;VIGNOBLE DELON;11,68;988;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
789;AOP RIESLING ;007008;DOMAINE ANDRE DUSSOURT;4,6;2000;1;2011;1,33;x 12;37.5 cl;BLC;annee:2011,couleur:BLC,contenant:37.5 cl,conditionnement:x 12
271;AOP VENTOUX ANTHERA;204005H;DOMAINE DU BON REMEDE;2,49;1856;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
371;AOP MAREUIL FIEFS VENDEENS ROUGE;142001H;LE CLOS DES CHAUMES;3,45;1976;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
468;AOP CHABLIS DOMAINE FILLON;095012;DOMAINE FILLON;6,2;2000;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
504;AOP MARGAUX LA SIRENE DE GISCOURS;CDH-564005;GRANDS CRUS CLASSES;21,25;1982;1;2006;1,33;x 12 CB;75 cl;RGE;annee:2006,couleur:RGE,contenant:75 cl,conditionnement:x 12 CB
164;IGP PAYS D'OC CHARDONNAY LES RONCES CASTELNAU;178001H;DOMAINE DE CASTELNAU;2,23;-20;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
840;AOP VENTOUX;204003H;DOMAINE DU BON REMEDE;9,61;100;0;;10,5;x 1;B10L;RSE;annee:,couleur:RSE,contenant:B10L,conditionnement:x 1
102;AOP MEDOC CHATEAU DE LA BRANNE;075013;VIGNOBLE BERARD;5,55;964;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
48;AOP GRAVES CHATEAU CARBON D'ARTIGUES;062032;CHATEAU CARBON D'ARTIGUES;15;382;1;NM;5,5;x 1;B05L;RGE;annee:NM,couleur:RGE,contenant:B05L,conditionnement:x 1
768;AOP COTEAUX DU LYONNAIS DOMAINE DU PETIT FROMENTIN;224001H;DOMAINE PETIT FROMENTIN;15;100;1;NM;10,5;x 1;B10L;RGE;annee:NM,couleur:RGE,contenant:B10L,conditionnement:x 1
575;IGP MEDITERRANEE ;201003;CAVE LES COTEAUX DU RHONE;7,65;0;1;NM;5,5;x 1;B05L;RSE;annee:NM,couleur:RSE,contenant:B05L,conditionnement:x 1
809;AOP PETIT CHABLIS;095008;DOMAINE FILLON;4,65;2000;1;2014;0,63;x 12;37.5 cl;BLC;annee:2014,couleur:BLC,contenant:37.5 cl,conditionnement:x 12
540;AOP MENETOU SALON DOMAINE DE LOYE;244002H;DOMAINE DE LOYE ;6,37;200;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
19;AOP COTEAUX DU LANGUEDOC GARUS (x4) ;174020;LES COTEAUX DU PIC;9,95;50;1;NM;5,5;x 1;B05L;RGE;annee:NM,couleur:RGE,contenant:B05L,conditionnement:x 1
247;ICE GRIOTTES ROUGE LE ROUET;059103;LE ROUET;1,8;2000;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
346;AOP TOURAINE DOMAINE DE LA CHAISE;114001;DOMAINE DE LA CHAISE;2,75;3940;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
444;AOP MEURSAULT DOMAINE FRANCOIS CHARLES;CDH-801010;DOMAINE FRANCOIS CHARLES;16,82;2000;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
479;Caisse bois 1 bouteille;995008H;Caisse bois ;4,38;2000;1;NM;1,5;x 1;;;annee:NM,couleur:,contenant:,conditionnement:x 1
189;AOP COTEAUX DU LANGUEDOC LA CROIX DE BEBIAN;199003;PRIEURE ST JEAN DE BEBIAN;4,2;982;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
283;AOP COTES DU RHONE MAGIE D'UNE TERRE;201006;CAVE LES COTEAUX DU RHONE;2,4;3244;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
385;PORTO TAWNY 19deg QUINTA SANTA EUFEMIA;CDH-556001;PORTOS;9,01;1982;1;NM;1,33;x 6;75 cl;RGE;annee:NM,couleur:RGE,contenant:75 cl,conditionnement:x 6
142;IGP COTES DE GASCOGNE PETIT MANSENG COMTE DE GASCOGNE;601004H;COMTE DE GASCOGNE;3,6;820;1;2011;1,33;x 6;75 cl;BLC;annee:2011,couleur:BLC,contenant:75 cl,conditionnement:x 6
519;IGP VALLEE DU TORGAN ET DU PARADIS MARSELAN LES GARRIGUES;241001H;CAVE DE MONT TAUCH ;2,95;164;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
227;AOP FITOU CUVEE ANCETRE MAYNADIER;139002H;DOMAINE MAYNADIER;3,88;988;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
323;AOP Riesling de Scherwiller ;CDV007015;DOMAINE ANDRE DUSSOURT;6,35;2000;0;2004;1,33;x 6;75 cl;BLC;annee:2004,couleur:BLC,contenant:75 cl,conditionnement:x 6
424;AOP ST NICOLAS DE BOURGUEIL DOMAINE OLIVIER;035001;DOMAINE OLIVIER;4,07;3568;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
118;AOP ST-ESTEPHE CHATEAU LES HAUTS DE PEZ;041006;CHATEAU TOUR DE PEZ;4,55;1000;1;2011;0,7;x 12;37.5 cl;RGE;annee:2011,couleur:RGE,contenant:37.5 cl,conditionnement:x 12
783;AOP COTES DE PROVENCE ESTERELLE CHATEAU DU ROUET;059012;CHATEAU DU ROUET;7,1;2000;0;2014-2015;1,47;;150 cl;BLC;annee:2014-2015,couleur:BLC,contenant:150 cl,conditionnement:
73;AOP PUISSEGUIN ST EMILION CHATEAU GUIBEAU;048003B;VIGNOBLE HENRI-BOURLON;5,6;838;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
617;AOP COTES DE BOURG CARACTERE CHATEAU DE LA GRAVE;040013;CHATEAU DE LA GRAVE;36,5;0;1;2011;2,94;x 1;300 cl;RGE;annee:2011,couleur:RGE,contenant:300 cl,conditionnement:x 1
302;AOP VACQUEYRAS LA FOND DE PAPIER CLOS DU JONCUAS;217002H;CLOS DU JONCUAS;8,89;1994;1;2010;1,33;x 6;75 cl;RGE;annee:2010,couleur:RGE,contenant:75 cl,conditionnement:x 6
831;IGP PRINCIPAUTE D'ORANGE;201022;CAVE LES COTEAUX DU RHONE;13,35;-17;1;NM;3,2;x 1;B03L;RSE;annee:NM,couleur:RSE,contenant:B03L,conditionnement:x 1
404;AOP COTEAUX DU GIENNOIS CUVEE CHICAGO;143003;DOMAINE VILLARGEAU;4,9;2000;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
97;AOP LALANDE DE POMEROL CHATEAU LABORDE;054005;VIGNOBLE ROY TROCARD;7,75;1000;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
43;IGP COMTE TOLOSAN SAUVIGNON;;CAVE DE LABASTIDE DE LEVIS;9,38;400;0;;5;;;;annee:,couleur:,contenant:,conditionnement:
763;AOP COSTIERES DE NIMES;002011;CAVE GALLICIAN;9,35;1974;1;NM;10,2;x 1;B10L;RGE;annee:NM,couleur:RGE,contenant:B10L,conditionnement:x 1
565;AOP COTES DE BERGERAC CHATEAU DE L'AUZE;169011;CHATEAU DE L'AUZE;2,5;182;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
38;IGP COTES DE GASCOGNE COMTE DE GASCOGNE;601011H;COMTE DE GASCOGNE;8,38;336;1;NM;5,5;x 1;B05L;BLC;annee:NM,couleur:BLC,contenant:B05L,conditionnement:x 1
266;AOP LIRAC DOMAINE CORNE-LOUP;188002H;DOMAINE CORNE LOUP;5,15;2000;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
366;RIBERA DEL DUERO SAN QUIRCE;196002H;VIN D'ESPAGNE;5;2000;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
462;AOP CHABLIS 1ER CRU MONT DE MILIEU DOMAINE GARNIER;153005;DOMAINE GARNIER;10,8;2000;1;2014-2015;1,33;x 6;75 cl;BLC;annee:2014-2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
499;Etui vide 3 bouteilles ;CDH-991003;Etuis kraft;0,94;2000;1;NM;1,33;x 1;;;annee:NM,couleur:,contenant:,conditionnement:x 1
157;IGP COTES DE THAU VILLEMARIN;099002;ORMARINE;1,74;670;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
207;AOP FAUGERES CUVEE PRESTIGE DE LAURENS;083003;FAUGERES DE LAURENS;2,15;952;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
14;IGP D'OC Merlot;002001;CAVE GALLICIAN;7,86;5888;1;NM;5,5;x 1;B05L;RGE;annee:NM,couleur:RGE,contenant:B05L,conditionnement:x 1
242;AOP COTES DE PROVENCE BELLE POULE;059008;CHATEAU DU ROUET;5,5;994;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
341;AOP VIN DE SAVOIE APPREMONT;191001H;DOMAINE DU CHATEAU DE LA VIOLETTE;4,66;1976;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
439;AOP SAINT ROMAIN LA COMBE BAZIN;230001H;DOMAINE LE BOUT DU MONDE ;9,86;1976;1;2012;1,33;x 6;75 cl;BLC;annee:2012,couleur:BLC,contenant:75 cl,conditionnement:x 6
471;AOP ST AUBIN 1ER CRU DOMAINE MEIX;230002H;CLOS DE L'ANHEL ;5,13;2000;0;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
184;AOP COTEAUX DU LANGUEDOC TRADITION DOMAINE ARCHIMBAUD;046001;DOMAINE D'ARCHIMBAUD;4,5;976;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
278;AOP LUBERON FIEF;202004;LOUERION TERRES D'ALLIANCE;2,8;2000;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
378;AOP CHAMPAGNE PANNIER BRUT MILLESIME;CDH-001008;CHAMPAGNE;21,14;4000;1;NM;1,33;x 6;75 cl;BLC;annee:NM,couleur:BLC,contenant:75 cl,conditionnement:x 6
137;IGP COMTE TOLOSAN - LEO & CO;220021H;CAVE DE LABASTIDE DE LEVIS;2,19;954;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
803;AOP SANCERRE DOMAINE DE ST PIERRE;080016;DOMAINE DE SAINT-PIERRE;6,7;2000;1;2011;0,63;x 12;37.5 cl;RGE;annee:2011,couleur:RGE,contenant:37.5 cl,conditionnement:x 12
318;AOP CORNAS - DOMAINE JOHANN MICHEL;223001H;DOMAINE JOHANN MICHEL;15,63;1976;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
419;AOP ANJOU DOMAINE DE LA MOTTE;185002H;DOMAINE DE LA MOTTE;3;1988;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
178;IGP PAYS D'OC GRENACHE CINSAULT DOMAINE DE MUS;206005H;DOMAINE DE MUS;2,7;988;1;2014;1,33;x 6;75 cl;RSE;annee:2014,couleur:RSE,contenant:75 cl,conditionnement:x 6
