109;002001;6;7.86
109;002004;2;7.51
109;002018;6;7.51
109;002020;6;2.45
109;002025;6;2.19
109;002027;6;2.00
109;007001;6;4.00
109;007002;6;4.10
109;007004;6;7.25
109;011001;6;3.99
109;012002H;6;3.38
109;019009;2;11.20
109;019011;6;2.72
109;025013;6;4.85
109;025015;6;3.83
109;025016;6;2.43
109;025026;6;3.04
109;025031;6;5.55
109;025033;6;4.14
109;029005;6;1.73
109;035010;6;3.64
109;039030;6;3.78
109;040006;6;3.65
109;046015;6;4.00
109;046025;6;6.00
109;049015;12;2.85
109;049020;12;2.25
109;050001;6;3.25
109;051010/11;12;8.10
109;051133;6;17.70
109;052021;6;9.60
109;052039;6;6.85
109;052054;6;5.95
109;059020;6;3.60
109;059025;6;2.25
109;060015;6;3.74
109;084002;2;0.00
109;084004;6;2.10
109;084006;6;2.75
109;084008;6;5.98
109;084015;6;10.75
109;084041;6;2.75
109;095001;6;3.70
109;095010;6;4.65
109;097004;6;0.00
109;099002;6;1.74
109;110600;6;3.15
109;114001;6;2.75
109;114005;6;2.35
109;115011;2;0.00
109;116001;6;4.60
109;119001;6;4.50
109;124010;6;6.30
109;127001H;6;8.38
109;134005;6;4.59
109;137001;6;2.80
109;153001;6;5.80
109;157001;6;3.05
109;159001H;6;6.63
109;159002H;6;7.19
109;160002H;6;2.88
109;162001;6;2.90
109;162003;6;2.90
109;163001H;6;7.06
109;163002;6;6.94
109;163002H;6;0.00
109;164002;6;6.60
109;168001;6;4.10
109;168002;6;3.45
109;169001;6;2.95
109;169010;4;10.50
109;169011;6;2.50
109;174001;6;3.72
109;174003;6;2.12
109;174005;6;2.20
109;174006;6;2.20
109;174007;6;2.30
109;174016;3;9.96
109;178001H;6;2.23
109;178002H;6;2.44
109;178003H;6;2.19
109;178004H;6;3.20
109;178005H;6;2.19
109;178006H;18;2.19
109;178008H;6;2.19
109;178009H;6;2.29
109;178017H;6;2.00
109;180002H;6;6.19
109;185001H;6;2.80
109;185003H;6;2.69
109;187007H;4;6.80
109;187008H;6;6.99
109;187009H;0;0.00
109;188001H;6;5.15
109;191001H;6;4.66
109;192001H;6;3.20
109;198001H;60;2.87
109;199001;6;6.70
109;199003;6;4.20
109;199004;6;4.10
109;201006;6;2.40
109;201008;6;3.05
109;201012;6;3.65
109;201022;2;0.00
109;202001;6;2.07
109;202002;6;1.87
109;202003;6;2.07
109;204001H;2;0.00
109;204002H;3;0.00
109;204004H;4;10.13
109;204005H;6;2.49
109;205001;6;2.25
109;205002;6;2.40
109;205003;6;3.70
109;206002H;6;2.79
109;206003H;6;2.84
109;206004H;6;2.81
109;206006H;6;2.81
109;207001H;6;4.70
109;210001H;6;2.58
109;211001H;6;5.11
109;211004;6;3.45
109;212001H;6;5.59
109;213001H;6;4.51
109;214001H;6;2.35
109;214002H;6;2.35
109;215001H;6;6.50
109;216001H;6;3.31
109;220020H;6;2.19
109;220021H;6;2.19
109;220022H;6;2.19
109;224003H;6;3.44
109;228001H;6;7.19
109;228002H;6;7.19
109;235001H;24;3.05
109;235002H;6;4.43
109;240002H;6;2.94
109;241001H;6;2.95
109;601002H;6;2.06
109;601011H;4;8.38
109;603002H;6;10.39
109;603003H;12;2.25
109;801003H;6;6.47
109;CDH001001;6;14.20
109;CDH187007;1;6.80
109;CDH187008;1;6.99
109;CDH187009;1;7.58
109;CDH191004;12;5.23
109;CDH206005;6;0.00
109;CDH556001;6;9.01
109;CDH556006;6;9.01
109;CDV143003;6;4.90
109;CDV229000;12;3.90
109;CDV229001;60;3.10
109;CDVECH;1;0.00
